"","primarydi","storagehandlinghigh__unit_","storagehandlinghigh__value_","value","category"
"903","08800042700607","Percent (%) Relative Humidity",90,"90","humidity"
"904","08800042700447","Percent (%) Relative Humidity",90,"90","humidity"
"905","08800042700430","Percent (%) Relative Humidity",90,"90","humidity"
"906","08800042700348","Percent (%) Relative Humidity",90,"90","humidity"
"907","08800042700331","Percent (%) Relative Humidity",90,"90","humidity"
"908","08800042700089","Percent (%) Relative Humidity",90,"90","humidity"
"909","08800042700072","Percent (%) Relative Humidity",90,"90","humidity"
"910","08800042700027","Percent (%) Relative Humidity",90,"90","humidity"
"911","08800042700010","Percent (%) Relative Humidity",90,"90","humidity"
"912","07613327311891","Percent (%) Relative Humidity",90,"90","humidity"
"913","07613327303889","Percent (%) Relative Humidity",90,"90","humidity"
"914","07613327303872","Percent (%) Relative Humidity",90,"90","humidity"
"915","07613327303865","Percent (%) Relative Humidity",90,"90","humidity"
"916","06009880396788","Percent (%) Relative Humidity",90,"90","humidity"
"917","06009880396344","Percent (%) Relative Humidity",90,"90","humidity"
"918","06009880396337","Percent (%) Relative Humidity",90,"90","humidity"
"919","06009880396320","Percent (%) Relative Humidity",90,"90","humidity"
"920","06009880396313","Percent (%) Relative Humidity",90,"90","humidity"
"921","06009880396245","Percent (%) Relative Humidity",90,"90","humidity"
"922","06009880396160","Percent (%) Relative Humidity",90,"90","humidity"
"923","06009880396153","Percent (%) Relative Humidity",90,"90","humidity"
"924","06009880396146","Percent (%) Relative Humidity",90,"90","humidity"
"925","06009880396139","Percent (%) Relative Humidity",90,"90","humidity"
"926","06009880396085","Percent (%) Relative Humidity",90,"90","humidity"
"927","06009880396078","Percent (%) Relative Humidity",90,"90","humidity"
"928","06009880396030","Percent (%) Relative Humidity",90,"90","humidity"
"929","06009880396023","Percent (%) Relative Humidity",90,"90","humidity"
"930","03662674000389","Percent (%) Relative Humidity",90,"90","humidity"
"931","03662674000372","Percent (%) Relative Humidity",90,"90","humidity"
"932","03662674000129","Percent (%) Relative Humidity",90,"90","humidity"
"933","03662674000112","Percent (%) Relative Humidity",90,"90","humidity"
"934","03662674000075","Percent (%) Relative Humidity",90,"90","humidity"
"935","03662674000068","Percent (%) Relative Humidity",90,"90","humidity"
"936","03662674000051","Percent (%) Relative Humidity",90,"90","humidity"
"937","03662674000044","Percent (%) Relative Humidity",90,"90","humidity"
"938","03662674000037","Percent (%) Relative Humidity",90,"90","humidity"
"939","03662674000020","Percent (%) Relative Humidity",90,"90","humidity"
"940","03662674000013","Percent (%) Relative Humidity",90,"90","humidity"
"941","03662674000006","Percent (%) Relative Humidity",90,"90","humidity"
"942","03615020000465","Percent (%) Relative Humidity",90,"90","humidity"
"943","03615020000342","Percent (%) Relative Humidity",90,"90","humidity"
"944","03615020000335","Percent (%) Relative Humidity",90,"90","humidity"
"945","03615020000328","Percent (%) Relative Humidity",90,"90","humidity"
"946","03615020000311","Percent (%) Relative Humidity",90,"90","humidity"
"947","03615020000304","Percent (%) Relative Humidity",90,"90","humidity"
"948","03615020000298","Percent (%) Relative Humidity",90,"90","humidity"
"949","03615020000281","Percent (%) Relative Humidity",90,"90","humidity"
"950","03615020000274","Percent (%) Relative Humidity",90,"90","humidity"
"951","00885825020958","Percent (%) Relative Humidity",90,"90","humidity"
"952","00885825020941","Percent (%) Relative Humidity",90,"90","humidity"
"953","00885825020927","Percent (%) Relative Humidity",90,"90","humidity"
"954","00885825020910","Percent (%) Relative Humidity",90,"90","humidity"
"955","00885825011376","Percent (%) Relative Humidity",90,"90","humidity"
"956","00885825011369","Percent (%) Relative Humidity",90,"90","humidity"
"957","00885825011352","Percent (%) Relative Humidity",90,"90","humidity"
"958","00885825011338","Percent (%) Relative Humidity",90,"90","humidity"
"959","00885825002350","Percent (%) Relative Humidity",90,"90","humidity"
"960","00885825002343","Percent (%) Relative Humidity",90,"90","humidity"
"961","00885825002336","Percent (%) Relative Humidity",90,"90","humidity"
"962","00885825002329","Percent (%) Relative Humidity",90,"90","humidity"
"963","00869876000053","Percent (%) Relative Humidity",93,"93","humidity"
"964","00869876000039","Percent (%) Relative Humidity",93,"93","humidity"
"965","00853879007065","Percent (%) Relative Humidity",93,"93","humidity"
"966","00850842006247","Percent (%) Relative Humidity",93,"93","humidity"
"967","00850842006063","Percent (%) Relative Humidity",93,"93","humidity"
"968","00850842006056","Percent (%) Relative Humidity",93,"93","humidity"
"969","00311917194646","Percent (%) Relative Humidity",93,"93","humidity"
"970","00311917194639","Percent (%) Relative Humidity",93,"93","humidity"
"971","00311917183411","Percent (%) Relative Humidity",93,"93","humidity"
"972","00311917183404","Percent (%) Relative Humidity",93,"93","humidity"
"973","00311917183398","Percent (%) Relative Humidity",93,"93","humidity"
"974","00311917183381","Percent (%) Relative Humidity",93,"93","humidity"
"975","00311917183374","Percent (%) Relative Humidity",93,"93","humidity"
"976","00311917183367","Percent (%) Relative Humidity",93,"93","humidity"
"977","00193489038654","Percent (%) Relative Humidity",93,"93","humidity"
"978","00050428504666","Percent (%) Relative Humidity",93,"93","humidity"
"979","10888277697980","Percent (%) Relative Humidity",93,"93","humidity"
"980","10888277697973","Percent (%) Relative Humidity",93,"93","humidity"
"981","10888277697966","Percent (%) Relative Humidity",93,"93","humidity"
"982","10888277697959","Percent (%) Relative Humidity",93,"93","humidity"
"983","10888277697942","Percent (%) Relative Humidity",93,"93","humidity"
"984","10888277697935","Percent (%) Relative Humidity",93,"93","humidity"
"985","10888277697928","Percent (%) Relative Humidity",93,"93","humidity"
"986","10888277697911","Percent (%) Relative Humidity",93,"93","humidity"
"987","10888277697904","Percent (%) Relative Humidity",93,"93","humidity"
"988","10888277697898","Percent (%) Relative Humidity",93,"93","humidity"
"989","10888277697881","Percent (%) Relative Humidity",93,"93","humidity"
"990","10888277697874","Percent (%) Relative Humidity",93,"93","humidity"
"991","10888277697867","Percent (%) Relative Humidity",93,"93","humidity"
"992","10888277697850","Percent (%) Relative Humidity",93,"93","humidity"
"993","10888277697843","Percent (%) Relative Humidity",93,"93","humidity"
"994","10888277697836","Percent (%) Relative Humidity",93,"93","humidity"
"995","10888277697829","Percent (%) Relative Humidity",93,"93","humidity"
"996","10888277697812","Percent (%) Relative Humidity",93,"93","humidity"
"997","10888277697805","Percent (%) Relative Humidity",93,"93","humidity"
"998","10888277697799","Percent (%) Relative Humidity",93,"93","humidity"
"999","10888277697782","Percent (%) Relative Humidity",93,"93","humidity"
"1000","10888277697775","Percent (%) Relative Humidity",93,"93","humidity"
